"","GEOID","SVI"
"1","48001950100",0.385823609153784
"2","48001950401",0.16084389566081
"3","48001950402",0.161340516163459
"4","48001950500",0.445141644734865
"5","48001950600",0.443199249712671
"6","48001950700",0.422922487697836
"7","48001950800",0.357337015197675
"8","48001950901",0.374443513839434
"9","48001950902",0.523318383452297
"10","48001951001",0.379140266592359
"11","48001951002",0.392273880869659
"12","48001951100",0.380332572987656
"13","48003950100",0.317773406998626
"14","48003950200",0.442574815469107
"15","48003950300",0.434902614634125
"16","48003950400",0.377399555021789
"17","48005000102",0.343035265940401
"18","48005000103",0.374343106004637
"19","48005000104",0.396179267740941
"20","48005000201",0.432489016980455
"21","48005000202",0.410721774651211
"22","48005000301",0.397482987566651
"23","48005000302",0.380206911611929
"24","48005000400",0.565502434129923
"25","48005000500",0.459275776020257
"26","48005000600",0.431779739843979
"27","48005000700",0.435695714598507
"28","48005000800",0.398975206810326
"29","48005000902",0.396619631261115
"30","48005000903",0.442772202999206
"31","48005000904",0.393556360059198
"32","48005001001",0.446388766792672
"33","48005001002",0.443780614081231
"34","48005001101",0.355920692677425
"35","48005001102",0.484411541408606
"36","48005001200",0.440317928739688
"37","48005001300",0.437226442485944
"38","48007950101",0.48550911333247
"39","48007950102",0.517072111992219
"40","48007950103",0.451147161786962
"41","48007950200",0.445518905774361
"42","48007950301",0.479781343524716
"43","48007950302",0.366527717985679
"44","48007950400",0.519735390556969
"45","48007950501",0.434416864032341
"46","48007950502",0.447577432572801
"47","48007950503",0.416670382419055
"48","48007990000",0
"49","48009020100",0.378179964647418
"50","48009020200",0.411110887211529
"51","48009020300",0.419780715724516
"52","48011950100",0.414937670639909
"53","48013960101",0.421700588053094
"54","48013960102",0.4667096632489
"55","48013960203",0.42539369763925
"56","48013960204",0.436669399452287
"57","48013960205",0.460059623149317
"58","48013960206",0.438305734672451
"59","48013960300",0.457434055153698
"60","48013960401",0.526735226209021
"61","48013960403",0.471496902193461
"62","48013960404",0.368678888840193
"63","48013960500",0.519365752186686
"64","48013960601",0.491396722632351
"65","48013960602",0.439957231291344
"66","48015760100",0.397643845801538
"67","48015760201",0.447815108922863
"68","48015760202",0.410473512487896
"69","48015760301",0.553823825278055
"70","48015760302",0.3979798887466
"71","48015760400",0.41607311532257
"72","48015760501",0.400634100448126
"73","48015760502",0.41530842200645
"74","48017950101",0.496177540728647
"75","48017950102",0.415040673314929
"76","48019000101",0.429438794402548
"77","48019000103",0.426222009278374
"78","48019000104",0.385543135577239
"79","48019000200",0.399552066309815
"80","48019000301",0.471896101123072
"81","48019000302",0.406051586564004
"82","48019000400",0.460805546447367
"83","48021950101",0.422878775042587
"84","48021950102",0.399857355449021
"85","48021950201",0.549331396439174
"86","48021950202",0.382569371596754
"87","48021950301",0.406179399187421
"88","48021950302",0.428430449920599
"89","48021950303",0.399353074033977
"90","48021950401",0.446854247808327
"91","48021950402",0.315353091268422
"92","48021950403",0.436672631455174
"93","48021950503",0.429541693348856
"94","48021950504",0.35379016052119
"95","48021950505",0.447580810384397
"96","48021950506",0.314220568796557
"97","48021950601",0.38083804227823
"98","48021950602",0.390534941873222
"99","48021950700",0.407562391092247
"100","48021950803",0.406505074648045
"101","48021950804",0.387640914859513
"102","48021950805",0.433394296481533
"103","48021950806",0.387453242873241
"104","48023950301",0.417561657237643
"105","48023950302",0.480627281683114
"106","48025950100",0.441521065350338
"107","48025950201",0.221937791218461
"108","48025950203",0.513563647888905
"109","48025950204",0.42138797748849
"110","48025950300",0.392762885625823
"111","48025950400",0.492340438089944
"112","48025950501",0.499339829745766
"113","48025950502",0.492707670530825
"114","48025950600",0.436298772656368
"115","48027020101",0.458489268581441
"116","48027020102",0.397940648423059
"117","48027020201",0.34139349090684
"118","48027020203",0.377919700024966
"119","48027020204",0.321540258930482
"120","48027020301",0.384011963461092
"121","48027020302",0.365041700584037
"122","48027020401",0.432070422125033
"123","48027020402",0.429884507774217
"124","48027020500",0.438035834245548
"125","48027020600",0.38404332019518
"126","48027020701",0.796025433938509
"127","48027020702",0.578636288480051
"128","48027020800",0.567294817328553
"129","48027020900",0.488724409855471
"130","48027021000",0.462428693063157
"131","48027021101",0.41661756613777
"132","48027021102",0.498755778308291
"133","48027021201",0.483730384084682
"134","48027021202",0.399540490391563
"135","48027021203",0.448627498521261
"136","48027021301",0.437013417641563
"137","48027021302",0.46394893504967
"138","48027021304",0.434337706837132
"139","48027021305",0.351989747717089
"140","48027021400",0.369777303182038
"141","48027021501",0.456650753683263
"142","48027021502",0.379476667108546
"143","48027021601",0.443950150571494
"144","48027021602",0.38169561471169
"145","48027021701",0.336457550090955
"146","48027021702",0.39467706366035
"147","48027021801",0.329210263153077
"148","48027021802",0.390692549072056
"149","48027021901",0.503145813273573
"150","48027021905",0.298842962518995
"151","48027021906",0.315989121295258
"152","48027021907",0.330354083937582
"153","48027021908",0.350478136139154
"154","48027022001",0.423138461588611
"155","48027022002",0.30693495280288
"156","48027022101",0.43814579155615
"157","48027022103",0.360384926683989
"158","48027022104",0.438373919051777
"159","48027022105",0.387809424807305
"160","48027022200",0.406124467192344
"161","48027022300",0.466561070880629
"162","48027022401",0.412256701839812
"163","48027022402",0.324329675112172
"164","48027022403",0.365513963560286
"165","48027022405",0.309281117707771
"166","48027022406",0.379268082821073
"167","48027022407",0.370578463837728
"168","48027022501",0.428833109479957
"169","48027022503",0.410940872303979
"170","48027022504",0.326423943358517
"171","48027022600",0.495854853841556
"172","48027022801",0.510224280700826
"173","48027022900",0.443121602726724
"174","48027023001",0.323008037770055
"175","48027023002",0.399722699925739
"176","48027023103",0.375614645738939
"177","48027023104",0.397907818223103
"178","48027023109",0.361926348895294
"179","48027023110",0.365110941888269
"180","48027023111",0.3101911682755
"181","48027023112",0.330513149591577
"182","48027023113",0.397729789611802
"183","48027023114",0.354719677850748
"184","48027023115",0.315863545045424
"185","48027023116",0.327921473559448
"186","48027023117",0.351322671884805
"187","48027023118",0.316392687379835
"188","48027023201",0.312506775218284
"189","48027023202",0.217332110263715
"190","48027023203",0.361003156414017
"191","48027023204",0.194410310130091
"192","48027023301",0.374580963126871
"193","48027023302",0.388289313411373
"194","48027023402",0.37589230213613
"195","48027023404",0.382372241530856
"196","48027023405",0.351354807004477
"197","48027023406",0.377293701374961
"198","48027023500",0.410805447140518
"199","48027980002",0
"200","48027980003",0
"201","48029110100",0.619517645613314
"202","48029110300",0.531861979838494
"203","48029110500",0.70693352099659
"204","48029110600",0.599711145325644
"205","48029110700",0.79410577274445
"206","48029111000",0.494036685603598
"207","48029111100",0.426542882188755
"208","48029120100",0.263284187781399
"209","48029120301",0.294650654507606
"210","48029120302",0.312325097622092
"211","48029120401",0.435012751114654
"212","48029120402",0.274769562533786
"213","48029120502",0.466891332268074
"214","48029120503",0.43588580545418
"215","48029120504",0.465129964626762
"216","48029120601",0.450783315474458
"217","48029120602",0.331421293189692
"218","48029120701",0.41583036621294
"219","48029120702",0.488772090628018
"220","48029120800",0.355211813047181
"221","48029120901",0.572825277064689
"222","48029120902",0.448512031356135
"223","48029121000",0.438856546273299
"224","48029121110",0.376545131912403
"225","48029121111",0.402709369103489
"226","48029121112",0.522583239608391
"227","48029121115",0.435386160233928
"228","48029121116",0.390000477179176
"229","48029121117",0.429855040252727
"230","48029121118",0.38003336176265
"231","48029121119",0.368218742947889
"232","48029121120",0.449225042063722
"233","48029121121",0.378175406091332
"234","48029121122",0.414856934382074
"235","48029121123",0.414405919077153
"236","48029121124",0.402884014854751
"237","48029121203",0.456877637990153
"238","48029121204",0.510093745399829
"239","48029121205",0.48212597434162
"240","48029121206",0.437714960527437
"241","48029121300",0.41811645799307
"242","48029121402",0.423949416448479
"243","48029121403",0.455172855309195
"244","48029121404",0.537202494538584
"245","48029121501",0.389230930542681
"246","48029121504",0.434146231084065
"247","48029121505",0.403074025911507
"248","48029121506",0.42692904384156
"249","48029121507",0.448822085500133
"250","48029121508",0.468717125415846
"251","48029121601",0.401531246831502
"252","48029121604",0.38477897275476
"253","48029121605",0.450017017124157
"254","48029121606",0.423535977076395
"255","48029121701",0.384020454160169
"256","48029121702",0.385425980660302
"257","48029121802",0.413719101124937
"258","48029121803",0.380000063221886
"259","48029121804",0.385709878106686
"260","48029121808",0.394718350270363
"261","48029121809",0.393742027422214
"262","48029121810",0.3561756364542
"263","48029121811",0.387817833600091
"264","48029121812",0.366002137128356
"265","48029121813",0.384378838591386
"266","48029121903",0.380431653972424
"267","48029121904",0.344501952169369
"268","48029121905",0.33948490666827
"269","48029121906",0.378419258773069
"270","48029121908",0.343936322612945
"271","48029121909",0.364479582379218
"272","48029121910",0.396550093096522
"273","48029121911",0.311882109660537
"274","48029121912",0.337279229443408
"275","48029130200",0.558521979699647
"276","48029130300",0.547383735904863
"277","48029130401",0.499398109573037
"278","48029130402",0.503238571003942
"279","48029130500",0.508905540308612
"280","48029130600",0.507846033968455
"281","48029130700",0.602733109130444
"282","48029130800",0.449687822489387
"283","48029130900",0.46464745335552
"284","48029131000",0.511066047482257
"285","48029131100",0.521112005441298
"286","48029131200",0.511565175079483
"287","48029131300",0.476368803359286
"288","48029131401",0.412689211397773
"289","48029131402",0.413627514170156
"290","48029131503",0.507586128366031
"291","48029131504",0.464921116388882
"292","48029131505",0.352166422587759
"293","48029131506",0.391269081343559
"294","48029131507",0.426415832661832
"295","48029131601",0.305895112145744
"296","48029131606",0.390490636777998
"297","48029131608",0.376570512601456
"298","48029131609",0.397150409587026
"299","48029131610",0.364064662239929
"300","48029131612",0.396716139009909
"301","48029131614",0.372216443601026
"302","48029131615",0.391160565426679
"303","48029131616",0.422039928608994
"304","48029131700",0.261175306151482
"305","48029131801",0.405054672075517
"306","48029131802",0.375656724438173
"307","48029140100",0.507917668603756
"308","48029140200",0.508825742532602
"309","48029140300",0.608333746977709
"310","48029140400",0.510333563887967
"311","48029140500",0.481184760109195
"312","48029140600",0.508421380907223
"313","48029140700",0.527194201490967
"314","48029140800",0.539156662354142
"315","48029140900",0.568982069839586
"316","48029141000",0.601360198228683
"317","48029141101",0.575064120683849
"318","48029141102",0.495779953926776
"319","48029141200",0.478127391978221
"320","48029141300",0.521868215299987
"321","48029141402",0.39365468012776
"322","48029141403",0.440795242141865
"323","48029141404",0.51268541709753
"324","48029141600",0.4123711641928
"325","48029141700",0.375135179606454
"326","48029141800",0.460891695481521
"327","48029141900",0.426189615307856
"328","48029150100",0.495407605626268
"329","48029150300",0.492918155866061
"330","48029150400",0.586254863280414
"331","48029150501",0.489164772512507
"332","48029150502",0.569995944799219
"333","48029150600",0.531102491224529
"334","48029150700",0.538392396152851
"335","48029150800",0.643438735399246
"336","48029150900",0.528646361462069
"337","48029151000",0.513753033610799
"338","48029151100",0.507243389178273
"339","48029151200",0.457986277345028
"340","48029151301",0.531495517956567
"341","48029151302",0.470161817430342
"342","48029151400",0.453803438976015
"343","48029151500",0.481443347000047
"344","48029151600",0.502087771298323
"345","48029151700",0.474098999163836
"346","48029151900",0.436405720034292
"347","48029152000",0.456155020031113
"348","48029152100",0.426422782657558
"349","48029152201",0.498467283790723
"350","48029152202",0.469863612624949
"351","48029160100",0.577311123070673
"352","48029160200",0.487059490967451
"353","48029160300",0.513357514171747
"354","48029160400",0.532834485705288
"355","48029160501",0.453252867684908
"356","48029160502",0.491306914882804
"357","48029160600",0.543184431065934
"358","48029160701",0.48977954896406
"359","48029160702",0.616457342377393
"360","48029160901",0.563279695012281
"361","48029160902",0.510331238307557
"362","48029161000",0.518049238553334
"363","48029161100",0.479126150137084
"364","48029161200",0.460373107230519
"365","48029161302",0.453455275881102
"366","48029161303",0.450058612404033
"367","48029161304",0.483268560603307
"368","48029161400",0.229514014528584
"369","48029161501",0.524260788325038
"370","48029161503",0.431041922230376
"371","48029161504",0.437533958991369
"372","48029161600",0.482070553653252
"373","48029161801",0.419783980869401
"374","48029161802",0.387976048669436
"375","48029161901",0.455528969161664
"376","48029161902",0.395385743452787
"377","48029162001",0.453459405502862
"378","48029162003",0.4488449585188
"379","48029162004",0.445857255807412
"380","48029170101",0.5477476178543
"381","48029170102",0.625407459647506
"382","48029170200",0.619172919273623
"383","48029170300",0.511586328367092
"384","48029170401",0.571708105794328
"385","48029170402",0.546675907292487
"386","48029170500",0.567556969030908
"387","48029170600",0.58709610268119
"388","48029170700",0.566200076811351
"389","48029170800",0.536522195169494
"390","48029170900",0.613726619486763
"391","48029171000",0.548798150008281
"392","48029171100",0.555788609784173
"393","48029171200",0.584153371700739
"394","48029171301",0.518172664304327
"395","48029171302",0.470597923258284
"396","48029171401",0.450305320236324
"397","48029171402",0.487491549121538
"398","48029171501",0.482142497030385
"399","48029171502",0.573521383631429
"400","48029171601",0.507471803102285
"401","48029171602",0.500852581146234
"402","48029171700",0.450723984637517
"403","48029171801",0.452962930126134
"404","48029171802",0.491140081702924
"405","48029171903",0.535661726668693
"406","48029171912",0.392626557821731
"407","48029171913",0.420564690336171
"408","48029171914",0.436409433930447
"409","48029171915",0.494215018399304
"410","48029171916",0.368054939200482
"411","48029171917",0.347853315832827
"412","48029171918",0.396339206000107
"413","48029171919",0.375435922496414
"414","48029171920",0.398519074582526
"415","48029171921",0.343259350501865
"416","48029171922",0.364492542012114
"417","48029171923",0.400832807453314
"418","48029171924",0.374465684262464
"419","48029171926",0.393511807961156
"420","48029171927",0.402443961700905
"421","48029171928",0.43283922702285
"422","48029171929",0.36616501173655
"423","48029172002",0.374358402484453
"424","48029172003",0.367178026482969
"425","48029172004",0.368287262047159
"426","48029172005",0.399580594339484
"427","48029172006",0.347809265510398
"428","48029172008",0.299146589361226
"429","48029172009",0.353331807758566
"430","48029180101",0.447506231169581
"431","48029180102",0.468445330682412
"432","48029180201",0.54441511810934
"433","48029180202",0.608698859923747
"434","48029180300",0.464628446430574
"435","48029180400",0.522937208563819
"436","48029180501",0.661837410415979
"437","48029180503",0.468396515858894
"438","48029180504",0.526065670809605
"439","48029180602",0.656936395642555
"440","48029180603",0.398968500665952
"441","48029180604",0.475891136391706
"442","48029180701",0.43344361918414
"443","48029180702",0.489362988318343
"444","48029180800",0.603877228943116
"445","48029180901",0.457187459099572
"446","48029180902",0.546466815839548
"447","48029181001",0.464822780707791
"448","48029181003",0.445736914006638
"449","48029181004",0.392924499182316
"450","48029181005",0.489271445778246
"451","48029181100",0.457712361684894
"452","48029181200",0.41524865484153
"453","48029181301",0.412814514778725
"454","48029181302",0.452448285795839
"455","48029181303",0.430003474037003
"456","48029181402",0.428192359415716
"457","48029181403",0.460034215932251
